LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
KOR,FISHLAND,NLD,TONNE,A,2008,1271024,
KOR,FISHLAND,NLD,TONNE,A,2009,1216123,
KOR,FISHLAND,NLD,TONNE,A,2010,1119493,
KOR,FISHLAND,NLD,TONNE,A,2011,1220702,
KOR,FISHLAND,NLD,TONNE,A,2012,1080908,
KOR,FISHLAND,NLD,TONNE,A,2013,1036131,
KOR,FISHLAND,NLD,TONNE,A,2014,1049007,
KOR,FISHLAND,NLD,TONNE,A,2015,1050496,
KOR,FISHLAND,NLD,TONNE,A,2016,898718,
KOR,FISHLAND,NLD,TONNE,A,2017,918766,
KOR,FISHLAND,NLD,TONNE,A,2018,999540.7738,
KOR,FISHLAND,NLD,TONNE,A,2019,903329.2221,
KOR,FISHLAND,NLD,TONNE,A,2020,924757.1121,
KOR,FISHLAND,NLF,TONNE,A,2017,37579.06079,
KOR,FISHLAND,NLF,TONNE,A,2018,36628.61171,
KOR,FISHLAND,NLF,TONNE,A,2019,40527.991,
KOR,FISHLAND,NLF,TONNE,A,2020,20589.229,
KOR,FISHLAND,NLD,USD,A,1995,3189382704,
KOR,FISHLAND,NLD,USD,A,1996,3378649404,
KOR,FISHLAND,NLD,USD,A,1997,2595588986,
KOR,FISHLAND,NLD,USD,A,1998,1630527696,
KOR,FISHLAND,NLD,USD,A,1999,1912398494,
KOR,FISHLAND,NLD,USD,A,2000,2051727514,
KOR,FISHLAND,NLD,USD,A,2001,1904169280,
KOR,FISHLAND,NLD,USD,A,2002,1981418365,
KOR,FISHLAND,NLD,USD,A,2003,2015196873,
KOR,FISHLAND,NLD,USD,A,2004,2273855423,
KOR,FISHLAND,NLD,USD,A,2005,2629388027,
KOR,FISHLAND,NLD,USD,A,2006,2865420730,
KOR,FISHLAND,NLD,USD,A,2007,3144950152,
KOR,FISHLAND,NLD,USD,A,2008,2914635817,
KOR,FISHLAND,NLD,USD,A,2009,2844105037,
KOR,FISHLAND,NLD,USD,A,2010,3368840430,
KOR,FISHLAND,NLD,USD,A,2011,3995427729,
KOR,FISHLAND,NLD,USD,A,2012,3496138597,
KOR,FISHLAND,NLD,USD,A,2013,3411217967,
KOR,FISHLAND,NLD,USD,A,2014,3568775077,
KOR,FISHLAND,NLD,USD,A,2015,3261138362,
KOR,FISHLAND,NLD,USD,A,2016,3121039859,
KOR,FISHLAND,NLD,USD,A,2017,3537003264,
KOR,FISHLAND,NLD,USD,A,2018,3733956756,
KOR,FISHLAND,NLD,USD,A,2019,3381315787,
KOR,FISHLAND,NLD,USD,A,2020,3686948433,
MEX,FISHLAND,NLD,TONNE,A,1997,1177827,
MEX,FISHLAND,NLD,TONNE,A,1998,937657,
MEX,FISHLAND,NLD,TONNE,A,1999,1061465.185,
MEX,FISHLAND,NLD,TONNE,A,2000,1162610,
MEX,FISHLAND,NLD,TONNE,A,2001,1227171,
MEX,FISHLAND,NLD,TONNE,A,2002,1269495,
MEX,FISHLAND,NLD,TONNE,A,2003,1279060,
MEX,FISHLAND,NLD,TONNE,A,2004,1241072.7,
MEX,FISHLAND,NLD,TONNE,A,2005,1169838.989,
MEX,FISHLAND,NLD,TONNE,A,2006,1213680.214,
MEX,FISHLAND,NLD,TONNE,A,2007,1291863.295,
MEX,FISHLAND,NLD,TONNE,A,2008,1397637.687,
MEX,FISHLAND,NLD,TONNE,A,2009,1414226.001,
MEX,FISHLAND,NLD,TONNE,A,2010,1318827.817,
MEX,FISHLAND,NLD,TONNE,A,2011,1340382.335,
MEX,FISHLAND,NLD,TONNE,A,2012,1348582.295,
MEX,FISHLAND,NLD,TONNE,A,2013,1456107.454,
MEX,FISHLAND,NLD,TONNE,A,2014,1419794.068,
MEX,FISHLAND,NLD,TONNE,A,2015,1367752.9,
MEX,FISHLAND,NLD,TONNE,A,2016,1400408.755,
MEX,FISHLAND,NLD,TONNE,A,2017,1454297.816,
MEX,FISHLAND,NLD,TONNE,A,2018,1772336.45,
MEX,FISHLAND,NLD,TONNE,A,2019,1541932.711,
MEX,FISHLAND,NLD,TONNE,A,2020,1662203.463,
MEX,FISHLAND,NLF,TONNE,A,1997,43959,
MEX,FISHLAND,NLF,TONNE,A,1998,15910,
MEX,FISHLAND,NLF,TONNE,A,1999,34814.856,
MEX,FISHLAND,NLF,TONNE,A,2000,31188,
MEX,FISHLAND,NLF,TONNE,A,2001,35382,
MEX,FISHLAND,NLF,TONNE,A,2002,25994,
MEX,FISHLAND,NLF,TONNE,A,2003,23951,
MEX,FISHLAND,NLF,TONNE,A,2004,23908,
MEX,FISHLAND,NLD,USD,A,1997,1005713963,
MEX,FISHLAND,NLD,USD,A,1998,888071173.3,
MEX,FISHLAND,NLD,USD,A,1999,943379970.5,
MEX,FISHLAND,NLD,USD,A,2000,1029695362,
MEX,FISHLAND,NLD,USD,A,2001,1035177939,
MEX,FISHLAND,NLD,USD,A,2002,1004855528,
MEX,FISHLAND,NLD,USD,A,2003,917974182.4,
MEX,FISHLAND,NLD,USD,A,2004,917475106.8,
MEX,FISHLAND,NLD,USD,A,2005,873726624.4,
MEX,FISHLAND,NLD,USD,A,2006,968239152.3,
MEX,FISHLAND,NLD,USD,A,2007,1047037348,
MEX,FISHLAND,NLD,USD,A,2008,950461088.9,
MEX,FISHLAND,NLD,USD,A,2009,790684616.7,
MEX,FISHLAND,NLD,USD,A,2010,910557239.5,
MEX,FISHLAND,NLD,USD,A,2011,929466190,
MEX,FISHLAND,NLD,USD,A,2012,925247361.8,
MEX,FISHLAND,NLD,USD,A,2013,1042232926,
MEX,FISHLAND,NLD,USD,A,2014,1135136681,
MEX,FISHLAND,NLD,USD,A,2015,1294350270,
MEX,FISHLAND,NLD,USD,A,2016,1144743431,
MEX,FISHLAND,NLD,USD,A,2017,841947589.1,
MEX,FISHLAND,NLD,USD,A,2018,1988442004,
MEX,FISHLAND,NLD,USD,A,2019,2004294236,
MEX,FISHLAND,NLD,USD,A,2020,1853733194,
MEX,FISHLAND,NLF,USD,A,1997,11549094.31,
MEX,FISHLAND,NLF,USD,A,1998,14477018.4,
MEX,FISHLAND,NLF,USD,A,1999,15972105.98,
MEX,FISHLAND,NLF,USD,A,2000,15050350.79,
MEX,FISHLAND,NLF,USD,A,2001,10166137.03,
MEX,FISHLAND,NLF,USD,A,2002,9978583.669,
MEX,FISHLAND,NLF,USD,A,2003,10397123.5,
MEX,FISHLAND,NLF,USD,A,2004,10238245.59,
NLD,FISHLAND,NLD,TONNE,A,2008,415986.986,
NLD,FISHLAND,NLD,TONNE,A,2009,355788.257,
NLD,FISHLAND,NLD,TONNE,A,2010,386749.71,
NLD,FISHLAND,NLD,TONNE,A,2011,351757.029,
NLD,FISHLAND,NLD,TONNE,A,2012,343711.666,
NLD,FISHLAND,NLD,TONNE,A,2013,345084.687,
NLD,FISHLAND,NLD,TONNE,A,2014,382351.673,
NLD,FISHLAND,NLD,TONNE,A,2015,330463.503,
NLD,FISHLAND,NLD,TONNE,A,2016,366794.855,
NLD,FISHLAND,NLD,TONNE,A,2017,411766.181,
NLD,FISHLAND,NLD,TONNE,A,2018,357305.6367,
NLD,FISHLAND,NLD,TONNE,A,2019,272268.8121,
NLD,FISHLAND,NLD,TONNE,A,2020,251463.1091,
NLD,FISHLAND,NLF,TONNE,A,2018,37440.66287,
NLD,FISHLAND,NLF,TONNE,A,2019,37624.15676,
NLD,FISHLAND,NLF,TONNE,A,2020,46402.75151,
NLD,FISHLAND,NLD,USD,A,2008,556236389.2,
NLD,FISHLAND,NLD,USD,A,2009,463077997.9,
NLD,FISHLAND,NLD,USD,A,2010,461819370.1,
NLD,FISHLAND,NLD,USD,A,2011,471676104.7,
NLD,FISHLAND,NLD,USD,A,2012,459239480.6,
NLD,FISHLAND,NLD,USD,A,2013,486697040.6,
NLD,FISHLAND,NLD,USD,A,2014,495965029.9,
NLD,FISHLAND,NLD,USD,A,2015,415972472.3,
NLD,FISHLAND,NLD,USD,A,2016,515833010.1,
NLD,FISHLAND,NLD,USD,A,2017,496122012,
NLD,FISHLAND,NLD,USD,A,2018,441811696.8,
NLD,FISHLAND,NLD,USD,A,2019,330272269.6,
NLD,FISHLAND,NLD,USD,A,2020,316260179.5,
NLD,FISHLAND,NLF,USD,A,2018,73251597.86,
NLD,FISHLAND,NLF,USD,A,2019,62210289.23,
NLD,FISHLAND,NLF,USD,A,2020,58968276.1,
NZL,FISHLAND,NLD,TONNE,A,2001,95236.372,
NZL,FISHLAND,NLD,TONNE,A,2002,557183.6608,
NZL,FISHLAND,NLD,TONNE,A,2003,525642.0977,
NZL,FISHLAND,NLD,TONNE,A,2004,518267.8093,
NZL,FISHLAND,NLD,TONNE,A,2005,505438.0367,
NZL,FISHLAND,NLD,TONNE,A,2006,463129.8454,
NZL,FISHLAND,NLD,TONNE,A,2007,464713.3473,
NZL,FISHLAND,NLD,TONNE,A,2008,429613.3225,
NZL,FISHLAND,NLD,TONNE,A,2009,415192.3558,
NZL,FISHLAND,NLD,TONNE,A,2010,416961.2557,
NZL,FISHLAND,NLD,TONNE,A,2011,426894.2335,
NZL,FISHLAND,NLD,TONNE,A,2012,431922.5936,
NZL,FISHLAND,NLD,TONNE,A,2013,426297.0652,
NZL,FISHLAND,NLD,TONNE,A,2014,426606.6246,
NZL,FISHLAND,NLD,TONNE,A,2015,434547.8548,
NZL,FISHLAND,NLD,TONNE,A,2016,416199.0039,
NZL,FISHLAND,NLD,TONNE,A,2017,418294.8167,
NZL,FISHLAND,NLD,TONNE,A,2018,398123.989,
NZL,FISHLAND,NLD,TONNE,A,2019,418039.9478,
NZL,FISHLAND,NLD,TONNE,A,2020,365483.951,
NZL,FISHLAND,NLF,TONNE,A,2001,3018.9,
NZL,FISHLAND,NLF,TONNE,A,2002,13722.26,
NZL,FISHLAND,NLF,TONNE,A,2003,11717.225,
NZL,FISHLAND,NLF,TONNE,A,2004,5273.761,
NZL,FISHLAND,NLF,TONNE,A,2005,5275.94,
NZL,FISHLAND,NLF,TONNE,A,2006,4469.254,
NZL,FISHLAND,NLF,TONNE,A,2007,6164.982,
NZL,FISHLAND,NLF,TONNE,A,2008,8590.224,
NZL,FISHLAND,NLF,TONNE,A,2009,19772.677,
NZL,FISHLAND,NLF,TONNE,A,2010,12989.082,
NZL,FISHLAND,NLF,TONNE,A,2011,9459.922,
NZL,FISHLAND,NLF,TONNE,A,2012,7141.4,
NZL,FISHLAND,NLF,TONNE,A,2013,11233.5,
NZL,FISHLAND,NLF,TONNE,A,2014,6105.54,
NZL,FISHLAND,NLF,TONNE,A,2015,5433.6,
NZL,FISHLAND,NLF,TONNE,A,2016,5903.07,
NZL,FISHLAND,NLF,TONNE,A,2017,3817.095,
NZL,FISHLAND,NLF,TONNE,A,2018,2209.325,
NZL,FISHLAND,NLF,TONNE,A,2019,2832.75,
NZL,FISHLAND,NLF,TONNE,A,2020,969.0119808,
NZL,FISHLAND,NLD,USD,A,2001,84586988.85,
NZL,FISHLAND,NLD,USD,A,2002,399699515.2,
NZL,FISHLAND,NLD,USD,A,2003,417901820.9,
NZL,FISHLAND,NLD,USD,A,2004,430564958.1,
NZL,FISHLAND,NLD,USD,A,2005,444804683.1,
NZL,FISHLAND,NLD,USD,A,2006,365154788.3,
NZL,FISHLAND,NLD,USD,A,2007,480925672.9,
NZL,FISHLAND,NLD,USD,A,2008,433386717.5,
NZL,FISHLAND,NLD,USD,A,2009,370506533,
NZL,FISHLAND,NLD,USD,A,2010,526801904,
NZL,FISHLAND,NLD,USD,A,2011,586121543.9,
NZL,FISHLAND,NLD,USD,A,2012,609739071.7,
NZL,FISHLAND,NLD,USD,A,2013,630270088.7,
NZL,FISHLAND,NLD,USD,A,2014,605954527.4,
NZL,FISHLAND,NLD,USD,A,2015,521350596.8,
NZL,FISHLAND,NLD,USD,A,2016,549009352.7,
NZL,FISHLAND,NLD,USD,A,2017,544033236.8,
NZL,FISHLAND,NLD,USD,A,2018,476227343.4,
NZL,FISHLAND,NLD,USD,A,2019,475726983.2,
NZL,FISHLAND,NLD,USD,A,2020,457398626.7,
NOR,FISHLAND,NLD,TONNE,A,1996,2387149.397,
NOR,FISHLAND,NLD,TONNE,A,1997,2603416.493,
NOR,FISHLAND,NLD,TONNE,A,1998,2578555.845,
NOR,FISHLAND,NLD,TONNE,A,1999,2388873.182,
NOR,FISHLAND,NLD,TONNE,A,2000,2510678.841,
NOR,FISHLAND,NLD,TONNE,A,2001,2489215.894,
NOR,FISHLAND,NLD,TONNE,A,2002,2467636.282,
NOR,FISHLAND,NLD,TONNE,A,2003,2117683.579,
NOR,FISHLAND,NLD,TONNE,A,2004,2188162.974,
NOR,FISHLAND,NLD,TONNE,A,2005,2108099.449,
NOR,FISHLAND,NLD,TONNE,A,2006,2012764.944,
NOR,FISHLAND,NLD,TONNE,A,2007,2090017.202,
NOR,FISHLAND,NLD,TONNE,A,2008,2138482.7,
NOR,FISHLAND,NLD,TONNE,A,2009,2317174.574,
NOR,FISHLAND,NLD,TONNE,A,2010,2334532.788,
NOR,FISHLAND,NLD,TONNE,A,2011,2002113.208,
NOR,FISHLAND,NLD,TONNE,A,2012,1816479.436,
NOR,FISHLAND,NLD,TONNE,A,2013,1739815.851,
NOR,FISHLAND,NLD,TONNE,A,2014,1839884.468,
NOR,FISHLAND,NLD,TONNE,A,2015,1852326.317,
NOR,FISHLAND,NLD,TONNE,A,2016,1725269.602,
NOR,FISHLAND,NLD,TONNE,A,2017,1994322.079,
NOR,FISHLAND,NLD,TONNE,A,2018,1981513.026,
NOR,FISHLAND,NLD,TONNE,A,2019,1940520.118,
NOR,FISHLAND,NLD,TONNE,A,2020,2078036.265,
NOR,FISHLAND,NLF,TONNE,A,1996,183654.0447,
NOR,FISHLAND,NLF,TONNE,A,1997,209786.0499,
NOR,FISHLAND,NLF,TONNE,A,1998,259304.6695,
NOR,FISHLAND,NLF,TONNE,A,1999,236085.7071,
NOR,FISHLAND,NLF,TONNE,A,2000,220927.9236,
NOR,FISHLAND,NLF,TONNE,A,2001,218716.5004,
NOR,FISHLAND,NLF,TONNE,A,2002,293310.8378,
NOR,FISHLAND,NLF,TONNE,A,2003,424430.2821,
NOR,FISHLAND,NLF,TONNE,A,2004,317768.4918,
NOR,FISHLAND,NLF,TONNE,A,2005,273521.2076,
NOR,FISHLAND,NLF,TONNE,A,2006,219315.2314,
NOR,FISHLAND,NLF,TONNE,A,2007,235384.6846,
NOR,FISHLAND,NLF,TONNE,A,2008,236655.5245,
NOR,FISHLAND,NLF,TONNE,A,2009,165945.7835,
NOR,FISHLAND,NLF,TONNE,A,2010,214848.2608,
NOR,FISHLAND,NLF,TONNE,A,2011,147838.9351,
NOR,FISHLAND,NLF,TONNE,A,2012,193084.4124,
NOR,FISHLAND,NLF,TONNE,A,2013,191284.5597,
NOR,FISHLAND,NLF,TONNE,A,2014,284955.6639,
NOR,FISHLAND,NLF,TONNE,A,2015,307845.4614,
NOR,FISHLAND,NLF,TONNE,A,2016,180007.1602,
NOR,FISHLAND,NLF,TONNE,A,2017,253675.2158,
NOR,FISHLAND,NLF,TONNE,A,2018,358924.0357,
NOR,FISHLAND,NLF,TONNE,A,2019,199584.4287,
NOR,FISHLAND,NLF,TONNE,A,2020,187270.4558,
NOR,FISHLAND,NLD,USD,A,1996,1282621494,
NOR,FISHLAND,NLD,USD,A,1997,1245542961,
NOR,FISHLAND,NLD,USD,A,1998,1327798059,
NOR,FISHLAND,NLD,USD,A,1999,1222219690,
NOR,FISHLAND,NLD,USD,A,2000,1059458649,
NOR,FISHLAND,NLD,USD,A,2001,1206261465,
NOR,FISHLAND,NLD,USD,A,2002,1324638275,
NOR,FISHLAND,NLD,USD,A,2003,1148178229,
NOR,FISHLAND,NLD,USD,A,2004,1452472023,
NOR,FISHLAND,NLD,USD,A,2005,1745445127,
NOR,FISHLAND,NLD,USD,A,2006,1730474061,
NOR,FISHLAND,NLD,USD,A,2007,1953351947,
NOR,FISHLAND,NLD,USD,A,2008,2049943071,
NOR,FISHLAND,NLD,USD,A,2009,1717981395,C
NOR,FISHLAND,NLD,USD,A,2010,2098181746,C
NOR,FISHLAND,NLD,USD,A,2011,2753457567,
NOR,FISHLAND,NLD,USD,A,2012,2335408006,
NOR,FISHLAND,NLD,USD,A,2013,2054611947,
NOR,FISHLAND,NLD,USD,A,2014,2176662192,
NOR,FISHLAND,NLD,USD,A,2015,1989434872,
NOR,FISHLAND,NLD,USD,A,2016,2134461960,
NOR,FISHLAND,NLD,USD,A,2017,2158605758,
NOR,FISHLAND,NLD,USD,A,2018,2422168102,
NOR,FISHLAND,NLD,USD,A,2019,2368780732,
NOR,FISHLAND,NLD,USD,A,2020,2354427558,
NOR,FISHLAND,NLF,USD,A,1996,71670344.71,
NOR,FISHLAND,NLF,USD,A,1997,63781671.81,
NOR,FISHLAND,NLF,USD,A,1998,70377222.31,
NOR,FISHLAND,NLF,USD,A,1999,57205989.34,
NOR,FISHLAND,NLF,USD,A,2000,53848134.7,
NOR,FISHLAND,NLF,USD,A,2001,73166904.43,
NOR,FISHLAND,NLF,USD,A,2002,81092886.69,
NOR,FISHLAND,NLF,USD,A,2003,114610595.4,
NOR,FISHLAND,NLF,USD,A,2004,97807342.32,
NOR,FISHLAND,NLF,USD,A,2005,74408431.83,
NOR,FISHLAND,NLF,USD,A,2006,98477831.34,
NOR,FISHLAND,NLF,USD,A,2007,112268543,
NOR,FISHLAND,NLF,USD,A,2008,112661983.9,
NOR,FISHLAND,NLF,USD,A,2009,83136015.36,
NOR,FISHLAND,NLF,USD,A,2010,114425232.8,
NOR,FISHLAND,NLF,USD,A,2011,116007548.1,
NOR,FISHLAND,NLF,USD,A,2012,114957972.3,
NOR,FISHLAND,NLF,USD,A,2013,112296205.9,
NOR,FISHLAND,NLF,USD,A,2014,123829229.3,
NOR,FISHLAND,NLF,USD,A,2015,117213627,
NOR,FISHLAND,NLF,USD,A,2016,94126513.47,
NOR,FISHLAND,NLF,USD,A,2017,98539558.72,
NOR,FISHLAND,NLF,USD,A,2018,145008502.9,
NOR,FISHLAND,NLF,USD,A,2019,93092977.87,
NOR,FISHLAND,NLF,USD,A,2020,82916652.07,
POL,FISHLAND,NLD,TONNE,A,1995,137886.1,
POL,FISHLAND,NLD,TONNE,A,1996,212921.8,
POL,FISHLAND,NLD,TONNE,A,1997,234300,
POL,FISHLAND,NLD,TONNE,A,1998,180600,
POL,FISHLAND,NLD,TONNE,A,1999,134300,
POL,FISHLAND,NLD,TONNE,A,2000,115915,
POL,FISHLAND,NLD,TONNE,A,2001,114688,
POL,FISHLAND,NLD,TONNE,A,2002,103926,
POL,FISHLAND,NLD,TONNE,A,2003,95338,
POL,FISHLAND,NLD,TONNE,A,2004,89706.1102,
POL,FISHLAND,NLD,TONNE,A,2005,81123.76675,
POL,FISHLAND,NLD,TONNE,A,2006,79080.5838,
POL,FISHLAND,NLD,TONNE,A,2007,77761.2447,
POL,FISHLAND,NLD,TONNE,A,2008,63346.9515,
POL,FISHLAND,NLD,TONNE,A,2009,78678.5547,
POL,FISHLAND,NLD,TONNE,A,2010,80887.6584,
POL,FISHLAND,NLD,TONNE,A,2011,80937.7298,
POL,FISHLAND,NLD,TONNE,A,2012,98921.25938,
POL,FISHLAND,NLD,TONNE,A,2013,96792.86789,
POL,FISHLAND,NLD,TONNE,A,2014,104748.525,
POL,FISHLAND,NLD,TONNE,A,2015,107196.1998,
POL,FISHLAND,NLD,TONNE,A,2016,117289.0124,
POL,FISHLAND,NLD,TONNE,A,2017,108737.8682,
POL,FISHLAND,NLD,TONNE,A,2018,121432.2794,
POL,FISHLAND,NLD,TONNE,A,2019,95320.30531,
POL,FISHLAND,NLD,TONNE,A,2020,101868.2855,
POL,FISHLAND,NLF,TONNE,A,1995,103351.4,
POL,FISHLAND,NLF,TONNE,A,1996,193676.9,
POL,FISHLAND,NLF,TONNE,A,1997,146700,
POL,FISHLAND,NLF,TONNE,A,1998,106100,
POL,FISHLAND,NLF,TONNE,A,1999,100500,
POL,FISHLAND,NLF,TONNE,A,2000,84224,
POL,FISHLAND,NLF,TONNE,A,2001,92672,
POL,FISHLAND,NLF,TONNE,A,2002,100476,
POL,FISHLAND,NLF,TONNE,A,2003,64923,
POL,FISHLAND,NLF,TONNE,A,2004,32965.8591,
POL,FISHLAND,NLF,TONNE,A,2005,41411.3025,
POL,FISHLAND,NLF,TONNE,A,2006,23804.5692,
POL,FISHLAND,NLF,TONNE,A,2007,28582.1135,
POL,FISHLAND,NLF,TONNE,A,2008,29199.3095,
POL,FISHLAND,NLF,TONNE,A,2009,51172.9411,
POL,FISHLAND,NLF,TONNE,A,2010,27507.663,
POL,FISHLAND,NLF,TONNE,A,2011,28234.705,
POL,FISHLAND,NLF,TONNE,A,2012,19611.21101,
POL,FISHLAND,NLF,TONNE,A,2013,35513.88601,
POL,FISHLAND,NLF,TONNE,A,2014,12076.098,
POL,FISHLAND,NLF,TONNE,A,2015,25659.715,
POL,FISHLAND,NLF,TONNE,A,2016,20172.939,
POL,FISHLAND,NLF,TONNE,A,2017,26995.91,
POL,FISHLAND,NLF,TONNE,A,2018,32018.375,
POL,FISHLAND,NLF,TONNE,A,2019,25996.78,
POL,FISHLAND,NLF,TONNE,A,2020,12098.91,
POL,FISHLAND,NLD,USD,A,1995,78373849.86,
POL,FISHLAND,NLD,USD,A,1996,118107630.4,
POL,FISHLAND,NLD,USD,A,1997,138536537.1,
POL,FISHLAND,NLD,USD,A,1998,125858970.5,
POL,FISHLAND,NLD,USD,A,1999,78199096.08,
POL,FISHLAND,NLD,USD,A,2000,45600760.93,
POL,FISHLAND,NLD,USD,A,2001,54329807.87,
POL,FISHLAND,NLD,USD,A,2002,40452041.07,
POL,FISHLAND,NLD,USD,A,2003,39172291.8,
POL,FISHLAND,NLD,USD,A,2004,33632007,
POL,FISHLAND,NLD,USD,A,2005,34069043.76,
POL,FISHLAND,NLD,USD,A,2006,39733668.62,
POL,FISHLAND,NLD,USD,A,2007,40219090.8,
POL,FISHLAND,NLD,USD,A,2008,32878133.71,
POL,FISHLAND,NLD,USD,A,2009,32050671.5,
POL,FISHLAND,NLD,USD,A,2010,36268078.14,
POL,FISHLAND,NLD,USD,A,2011,41665211.55,
POL,FISHLAND,NLD,USD,A,2012,52727204.83,
POL,FISHLAND,NLD,USD,A,2013,46824572.18,
POL,FISHLAND,NLD,USD,A,2014,46448536.67,
POL,FISHLAND,NLD,USD,A,2015,37167183.03,
POL,FISHLAND,NLD,USD,A,2016,40297224.29,
POL,FISHLAND,NLD,USD,A,2017,38438187.18,
POL,FISHLAND,NLD,USD,A,2018,41178519.53,
POL,FISHLAND,NLD,USD,A,2019,30894167.93,
POL,FISHLAND,NLD,USD,A,2020,29383462.32,
POL,FISHLAND,NLF,USD,A,1995,96934768.74,
POL,FISHLAND,NLF,USD,A,1996,96944758.53,
POL,FISHLAND,NLF,USD,A,1997,52870198.22,
POL,FISHLAND,NLF,USD,A,1998,55200936.09,
POL,FISHLAND,NLF,USD,A,1999,63471149.81,
POL,FISHLAND,NLF,USD,A,2000,42596853.43,
POL,FISHLAND,NLF,USD,A,2001,31626001.1,
POL,FISHLAND,NLF,USD,A,2002,23384322.64,
POL,FISHLAND,NLF,USD,A,2003,17865134.75,
POL,FISHLAND,NLF,USD,A,2004,3738655.384,
POL,FISHLAND,NLF,USD,A,2005,3817370.065,
POL,FISHLAND,NLF,USD,A,2006,3284570.668,
POL,FISHLAND,NLF,USD,A,2007,5569399.663,
POL,FISHLAND,NLF,USD,A,2008,3636774.563,
POL,FISHLAND,NLF,USD,A,2009,7271263.627,
POL,FISHLAND,NLF,USD,A,2010,4140108.011,
POL,FISHLAND,NLF,USD,A,2011,6751549.191,
POL,FISHLAND,NLF,USD,A,2012,4458718.729,
POL,FISHLAND,NLF,USD,A,2013,11769436.46,
POL,FISHLAND,NLF,USD,A,2014,3304050.247,
POL,FISHLAND,NLF,USD,A,2015,6669779.047,
POL,FISHLAND,NLF,USD,A,2016,3220626.359,
POL,FISHLAND,NLF,USD,A,2017,6933116.534,
POL,FISHLAND,NLF,USD,A,2018,7663438.64,
POL,FISHLAND,NLF,USD,A,2019,10276654.85,
POL,FISHLAND,NLF,USD,A,2020,9605408.05,
PRT,FISHLAND,NLD,TONNE,A,1995,244557.311,
PRT,FISHLAND,NLD,TONNE,A,1996,215779.6935,
PRT,FISHLAND,NLD,TONNE,A,1997,195469.957,
PRT,FISHLAND,NLD,TONNE,A,1998,203522.1038,
PRT,FISHLAND,NLD,TONNE,A,1999,179921.62,
PRT,FISHLAND,NLD,TONNE,A,2000,160752.627,
PRT,FISHLAND,NLD,TONNE,A,2001,160480.5625,
PRT,FISHLAND,NLD,TONNE,A,2002,165895.6912,
PRT,FISHLAND,NLD,TONNE,A,2003,174830.1217,
PRT,FISHLAND,NLD,TONNE,A,2004,174980.6481,
PRT,FISHLAND,NLD,TONNE,A,2005,164254.4193,
PRT,FISHLAND,NLD,TONNE,A,2006,151987.3539,
PRT,FISHLAND,NLD,TONNE,A,2007,164410.8869,
PRT,FISHLAND,NLD,TONNE,A,2008,179508.0464,
PRT,FISHLAND,NLD,TONNE,A,2009,151310.8959,
PRT,FISHLAND,NLD,TONNE,A,2010,180950.2814,
PRT,FISHLAND,NLD,TONNE,A,2011,194147.9,
PRT,FISHLAND,NLD,TONNE,A,2012,163988.4,
PRT,FISHLAND,NLD,TONNE,A,2013,159839.172,
PRT,FISHLAND,NLD,TONNE,A,2014,130490.5429,
PRT,FISHLAND,NLD,TONNE,A,2015,144187.2788,
PRT,FISHLAND,NLD,TONNE,A,2016,132910.4931,
PRT,FISHLAND,NLD,TONNE,A,2017,127484.82,
PRT,FISHLAND,NLD,TONNE,A,2018,135490.26,
PRT,FISHLAND,NLD,TONNE,A,2019,154905.51,
PRT,FISHLAND,NLD,TONNE,A,2020,129148.0691,P
PRT,FISHLAND,NLF,TONNE,A,1995,1453.9,
PRT,FISHLAND,NLF,TONNE,A,1996,5717.1,
PRT,FISHLAND,NLF,TONNE,A,1997,8889.8,
PRT,FISHLAND,NLF,TONNE,A,1998,5827.2,
PRT,FISHLAND,NLF,TONNE,A,1999,9135.4,
PRT,FISHLAND,NLF,TONNE,A,2000,8801.7,
PRT,FISHLAND,NLF,TONNE,A,2001,6888.7,
PRT,FISHLAND,NLF,TONNE,A,2002,7329,
PRT,FISHLAND,NLF,TONNE,A,2003,9032.6,
PRT,FISHLAND,NLF,TONNE,A,2004,10236.5,
PRT,FISHLAND,NLF,TONNE,A,2005,12853.2,
PRT,FISHLAND,NLF,TONNE,A,2006,25311.6,
PRT,FISHLAND,NLF,TONNE,A,2007,25532.6,
PRT,FISHLAND,NLF,TONNE,A,2008,22314.2,
PRT,FISHLAND,NLF,TONNE,A,2009,23405.2,
PRT,FISHLAND,NLF,TONNE,A,2010,36387.2,
PRT,FISHLAND,NLF,TONNE,A,2011,39840.3,
PRT,FISHLAND,NLF,TONNE,A,2012,44716.4,
PRT,FISHLAND,NLF,TONNE,A,2013,47269.7,
PRT,FISHLAND,NLF,TONNE,A,2014,42747.1,
PRT,FISHLAND,NLF,TONNE,A,2015,39149.2,
PRT,FISHLAND,NLF,TONNE,A,2016,54679.9,
PRT,FISHLAND,NLF,TONNE,A,2017,47919.8,
PRT,FISHLAND,NLF,TONNE,A,2018,36644.7,
PRT,FISHLAND,NLF,TONNE,A,2019,35707.1,
PRT,FISHLAND,NLF,TONNE,A,2020,32147.8,P
PRT,FISHLAND,NLD,USD,A,1995,377115508.7,
PRT,FISHLAND,NLD,USD,A,1996,356256641.9,
PRT,FISHLAND,NLD,USD,A,1997,311154239.4,
PRT,FISHLAND,NLD,USD,A,1998,317109163,
